levelName,p,cost,notx,attend,check
     ¦   ¦   ¦       ¦   ¦   ¦       ¦--Survives                                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦   ¦       °--Dies                                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦   °--No TB diagnosed                                  ,(1-soc.dh.test)*(1-soc.dh.ptbxUltra),0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦--Reassessment                                 ,1-dh.14dhltfu,0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦   °--Clinical & or bacteriological assessment*,1,cost.dh.examCXR,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦--TB diagnosed (bacteriological)       ,soc.dh.bact.tbdx,cost.Xpert,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦   ¦--RifS-TB diagnosed                ,1-prr,0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦   ¦   °--No TB treatment              ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦   ¦       ¦--Survives                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       ¦       ¦   ¦       °--Dies                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       ¦       ¦   °--RifR-TB diagnosed                ,prr,0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦       °--No TB treatment              ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦           ¦--Survives                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       ¦       ¦           °--Dies                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       ¦       ¦--TB diagnosed (clinical)              ,soc.dh.test*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦   °--No TB treatment                  ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦       ¦       ¦--Survives                     ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       ¦       ¦       °--Dies                         ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       ¦       °--No TB diagnosed                      ,(1-soc.dh.test)*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦   ¦       ¦   ¦       ¦           ¦--Survives                         ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       ¦           °--Dies                             ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦       °--No reassessment                              ,dh.14dhltfu,0,0,0,0
     ¦   ¦   ¦       ¦   ¦           ¦--Survives                                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   ¦           °--Dies                                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦   °--Clinical exam + TrueNat                              ,soc.dh.test*(1-soc.dh.fracUltra),cost.Truenat,0,0,0
     ¦   ¦   ¦       ¦       ¦--TB diagnosed (bacteriological)                   ,soc.dh.ptbxTrueNat,0,0,0,0
     ¦   ¦   ¦       ¦       ¦   ¦--RifS-TB diagnosed                            ,1-prr,0,0,0,0
     ¦   ¦   ¦       ¦       ¦   ¦   °--No TB treatment                          ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦       ¦   ¦       ¦--Survives                             ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦   ¦       °--Dies                                 ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦   °--RifR-TB diagnosed                            ,prr,0,0,0,0
     ¦   ¦   ¦       ¦       ¦       °--No TB treatment                          ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦       ¦           ¦--Survives                             ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦           °--Dies                                 ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦--TB diagnosed (clinical)                          ,soc.dh.test*(1-soc.dh.ptbxTrueNat),0,0,0,0
     ¦   ¦   ¦       ¦       ¦   °--No TB treatment                              ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦       ¦       ¦--Survives                                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦       °--Dies                                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       °--No TB diagnosed                                  ,(1-soc.dh.test)*(1-soc.dh.ptbxTrueNat),0,0,0,0
     ¦   ¦   ¦       ¦           ¦--Reassessment                                 ,1-dh.14dhltfu,0,0,0,0
     ¦   ¦   ¦       ¦           ¦   °--Clinical & or bacteriological assessment*,1,cost.dh.examCXR,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦--TB diagnosed (bacteriological)       ,soc.dh.bact.tbdx,cost.Truenat,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦   ¦--RifS-TB diagnosed                ,1-prr,0,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦   ¦   °--No TB treatment              ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦   ¦       ¦--Survives                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           ¦       ¦   ¦       °--Dies                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           ¦       ¦   °--RifR-TB diagnosed                ,prr,0,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦       °--No TB treatment              ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦           ¦--Survives                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           ¦       ¦           °--Dies                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           ¦       ¦--TB diagnosed (clinical)              ,soc.dh.test*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦   °--No TB treatment                  ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦           ¦       ¦       ¦--Survives                     ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           ¦       ¦       °--Dies                         ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           ¦       °--No TB diagnosed                      ,(1-soc.dh.test)*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦   ¦       ¦           ¦           ¦--Survives                         ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           ¦           °--Dies                             ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           °--No reassessment                              ,dh.14dhltfu,0,0,0,0
     ¦   ¦   ¦       ¦               ¦--Survives                                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦               °--Dies                                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       °--Does not reach hospital                                  ,soc.phc.rltfu,0,0,0,0
     ¦   ¦   ¦           ¦--Survives                                             ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦           °--Dies                                                 ,cfr.notx,0,1,0,1
     ¦   ¦   ¦--Clinical exam + Xpert Ultra                                      ,soc.phc.test*soc.phc.fracUltra,cost.Xpert,0,0,0
     ¦   ¦   ¦   ¦--TB diagnosed (bacteriological)                               ,soc.phc.ptbxUltra,0,0,0,0
     ¦   ¦   ¦   ¦   ¦--RifS-TB diagnosed                                        ,1-prr,0,0,0,0
     ¦   ¦   ¦   ¦   ¦   °--No TB treatment                                      ,phc.ptltfu,0,0,0,0
     ¦   ¦   ¦   ¦   ¦       ¦--Survives                                         ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦   ¦   ¦       °--Dies                                             ,cfr.notx,0,1,0,1
     ¦   ¦   ¦   ¦   °--RifR-TB diagnosed                                        ,prr,0,0,0,0
     ¦   ¦   ¦   ¦       °--No TB treatment                                      ,phc.ptltfu,0,0,0,0
     ¦   ¦   ¦   ¦           ¦--Survives                                         ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦   ¦           °--Dies                                             ,cfr.notx,0,1,0,1
     ¦   ¦   ¦   ¦--TB diagnosed (clinical)                                      ,soc.dh.test*(1-soc.phc.ptbxUltra),0,0,0,0
     ¦   ¦   ¦   ¦   °--No TB treatment                                          ,phc.ptltfu,0,0,0,0
     ¦   ¦   ¦   ¦       ¦--Survives                                             ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦   ¦       °--Dies                                                 ,cfr.notx,0,1,0,1
     ¦   ¦   ¦   °--No TB diagnosed                                              ,(1-soc.dh.test)*(1-soc.phc.ptbxUltra),0,0,0,0
     ¦   ¦   ¦       ¦--Reassessment                                             ,1-dh.14dhltfu,0,0,0,0
     ¦   ¦   ¦       ¦   °--Clinical & or bacteriological assessment*            ,1,cost.dh.examCXR,0,0,0
     ¦   ¦   ¦       ¦       ¦--TB diagnosed (bacteriological)                   ,soc.dh.bact.tbdx,cost.Xpert,0,0,0
     ¦   ¦   ¦       ¦       ¦   ¦--RifS-TB diagnosed                            ,1-prr,0,0,0,0
     ¦   ¦   ¦       ¦       ¦   ¦   °--No TB treatment                          ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦       ¦   ¦       ¦--Survives                             ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦   ¦       °--Dies                                 ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦   °--RifR-TB diagnosed                            ,prr,0,0,0,0
     ¦   ¦   ¦       ¦       ¦       °--No TB treatment                          ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦       ¦           ¦--Survives                             ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦           °--Dies                                 ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦--TB diagnosed (clinical)                          ,soc.dh.test*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦   ¦       ¦       ¦   °--No TB treatment                              ,dh.ptltfu,0,0,0,0
     ¦   ¦   ¦       ¦       ¦       ¦--Survives                                 ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       ¦       °--Dies                                     ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦       °--No TB diagnosed                                  ,(1-soc.dh.test)*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦   ¦       ¦           ¦--Survives                                     ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦       ¦           °--Dies                                         ,cfr.notx,0,1,0,1
     ¦   ¦   ¦       °--No reassessment                                          ,dh.14dhltfu,0,0,0,0
     ¦   ¦   ¦           ¦--Survives                                             ,1-cfr.notx,0,1,0,1
     ¦   ¦   ¦           °--Dies                                                 ,cfr.notx,0,1,0,1
     ¦   ¦   °--Clinical exam + TrueNat                                          ,soc.phc.test*(1-soc.phc.fracUltra),cost.Truenat,0,0,0
     ¦   ¦       ¦--TB diagnosed (bacteriological)                               ,soc.phc.ptbxTrueNat,0,0,0,0
     ¦   ¦       ¦   ¦--RifS-TB diagnosed                                        ,1-prr,0,0,0,0
     ¦   ¦       ¦   ¦   °--No TB treatment                                      ,phc.ptltfu,0,0,0,0
     ¦   ¦       ¦   ¦       ¦--Survives                                         ,1-cfr.notx,0,1,0,1
     ¦   ¦       ¦   ¦       °--Dies                                             ,cfr.notx,0,1,0,1
     ¦   ¦       ¦   °--RifR-TB diagnosed                                        ,prr,0,0,0,0
     ¦   ¦       ¦       °--No TB treatment                                      ,phc.ptltfu,0,0,0,0
     ¦   ¦       ¦           ¦--Survives                                         ,1-cfr.notx,0,1,0,1
     ¦   ¦       ¦           °--Dies                                             ,cfr.notx,0,1,0,1
     ¦   ¦       ¦--TB diagnosed (clinical)                                      ,soc.dh.test*(1-soc.phc.ptbxTrueNat),0,0,0,0
     ¦   ¦       ¦   °--No TB treatment                                          ,phc.ptltfu,0,0,0,0
     ¦   ¦       ¦       ¦--Survives                                             ,1-cfr.notx,0,1,0,1
     ¦   ¦       ¦       °--Dies                                                 ,cfr.notx,0,1,0,1
     ¦   ¦       °--No TB diagnosed                                              ,(1-soc.dh.test)*(1-soc.phc.ptbxTrueNat),0,0,0,0
     ¦   ¦           ¦--Reassessment                                             ,1-dh.14dhltfu,0,0,0,0
     ¦   ¦           ¦   °--Clinical & or bacteriological assessment*            ,1,cost.dh.examCXR,0,0,0
     ¦   ¦           ¦       ¦--TB diagnosed (bacteriological)                   ,soc.dh.bact.tbdx,cost.Truenat,0,0,0
     ¦   ¦           ¦       ¦   ¦--RifS-TB diagnosed                            ,1-prr,0,0,0,0
     ¦   ¦           ¦       ¦   ¦   °--No TB treatment                          ,dh.ptltfu,0,0,0,0
     ¦   ¦           ¦       ¦   ¦       ¦--Survives                             ,1-cfr.notx,0,1,0,1
     ¦   ¦           ¦       ¦   ¦       °--Dies                                 ,cfr.notx,0,1,0,1
     ¦   ¦           ¦       ¦   °--RifR-TB diagnosed                            ,prr,0,0,0,0
     ¦   ¦           ¦       ¦       °--No TB treatment                          ,dh.ptltfu,0,0,0,0
     ¦   ¦           ¦       ¦           ¦--Survives                             ,1-cfr.notx,0,1,0,1
     ¦   ¦           ¦       ¦           °--Dies                                 ,cfr.notx,0,1,0,1
     ¦   ¦           ¦       ¦--TB diagnosed (clinical)                          ,soc.dh.test*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦           ¦       ¦   °--No TB treatment                              ,dh.ptltfu,0,0,0,0
     ¦   ¦           ¦       ¦       ¦--Survives                                 ,1-cfr.notx,0,1,0,1
     ¦   ¦           ¦       ¦       °--Dies                                     ,cfr.notx,0,1,0,1
     ¦   ¦           ¦       °--No TB diagnosed                                  ,(1-soc.dh.test)*(1-soc.dh.bact.tbdx),0,0,0,0
     ¦   ¦           ¦           ¦--Survives                                     ,1-cfr.notx,0,1,0,1
     ¦   ¦           ¦           °--Dies                                         ,cfr.notx,0,1,0,1
     ¦   ¦           °--No reassessment                                          ,dh.14dhltfu,0,0,0,0
     ¦   ¦               ¦--Survives                                             ,1-cfr.notx,0,1,0,1
     ¦   ¦               °--Dies                                                 ,cfr.notx,0,1,0,1
     ¦   °--Not presumptive TB                                                   ,1-phc.presumed,0,0,0,0
     ¦       ¦--Survives                                                         ,1-cfr.notx,0,1,0,1
     ¦       °--Dies                                                             ,cfr.notx,0,1,0,1
     °--Not screened                                                             ,1-phc.screened,0,0,0,0
         ¦--Survives                                                             ,1-cfr.notx,0,1,0,1
         °--Dies                                                                 ,cfr.notx,0,1,0,1
